date,temp_avg,temp_min,temp_max,humidity_avg,precip_mm,heatwave_days,tropical_nights,sunshine_hours,solar_radiation,violent_cnt,heinous_cnt,property_cnt,unemp_rate,total_pop,working_pop,heat_index,covid_dummy,violent_rate_total,heinous_rate_total,property_rate_total,violent_rate_working,heinous_rate_working,property_rate_working,holiday_cnt
2023-04-01,13.1,7.1,19.1,62,66.3,0.0,0.0,202.6,528.91,15436,3522,55397,2.9,51408155,36166402,55.657979999999995,0,30.026364494115764,6.851053106263005,107.75916778184317,42.680496666491734,9.73832011268359,153.1725494839105,0
2023-05-01,17.9,12.4,23.6,69,193.4,0.2,0.0,218.4,605.44,16114,3853,58074,2.8,51400521,36141459,62.68339,0,31.349876784322866,7.496032968226139,112.98329057793013,44.585914475671835,10.660886711850786,160.68526729925318,3
2023-06-01,22.3,18.0,27.5,75,210.0,0.9,0.1,215.5,625.64,16207,3822,58556,2.9,51392745,36122934,69.67824999999999,0,31.535579584238985,7.436847360459146,113.93826113004862,44.86623373394863,10.580535899990847,162.10200422811724,1
2023-07-01,25.5,22.4,29.6,85,506.1,4.1,2.6,147.0,495.27,16054,3673,58401,2.9,51387133,36103733,75.67175,0,31.241283688661905,7.14770368683538,113.6490724244141,44.46631599009443,10.173463226088005,161.75889623380496,0
2023-08-01,26.4,22.9,30.9,81,299.6,9.0,5.4,193.1,536.93,16574,3723,58797,2.1,51377213,36067010,76.71226,0,32.25943766159523,7.24640318656444,114.44178569981987,45.95335183038461,10.32245256815023,163.02155349168117,1
2023-09-01,22.6,19.0,27.1,81,197.3,0.0,0.1,161.6,433.67,16162,3452,56378,2.4,51370001,36039576,70.58704,0,31.461942155695112,6.71987528285234,109.74887853321242,44.8451446820573,9.578359079474186,156.43358290341706,3
2023-10-01,14.7,9.6,21.1,72,17.0,0.0,0.0,222.2,437.7,14940,3356,57569,2.3,51354226,36002184,57.89236,0,29.09205563725174,6.535002591607554,112.10177717409275,41.497482486062516,9.321656708381914,159.90418803481478,3
2023-11-01,7.9,2.9,13.5,65,63.4,0.0,0.0,184.5,299.42,13819,3220,54408,2.5,51337076,35966652,48.03915,0,26.918167291023742,6.272269967226026,105.98188334684275,38.421702414781336,8.95273766376698,151.2734629845447,0
2023-12-01,2.4,-2.1,7.3,70,102.9,0.0,0.0,154.6,235.38,13837,3062,51116,2.6,51325329,35931057,39.414199999999994,0,26.959398545696608,5.96586531379078,99.59215263870983,38.5098607035134,8.521875657596157,142.26133119323487,1
2024-01-01,0.9,-3.4,5.7,67,31.9,0.0,0.0,174.9,283.2,12828,2755,61264,2.9,51313912,35896766,37.58266999999999,0,24.999068478739254,5.368914379398709,119.39062451523867,35.73580973840373,7.6747860796150835,170.6671848934804,1
2024-02-01,4.1,0.0,8.8,76,103.3,0.0,0.0,111.0,255.72,12391,2630,52438,3.1,51303688,35860527,41.31344,0,24.1522597751647,5.126337116349219,102.21097555403813,34.55331261584639,7.33396918567315,146.22763352027704,4
2024-03-01,6.9,1.4,12.6,62,64.7,0.0,0.0,201.3,463.95,14071,3177,64643,3.2,51293934,35816900,46.83042,0,27.43209362728934,6.193714835754263,126.02464845063356,39.28592368407093,8.870114387342287,180.481839578523,1
2024-04-01,14.9,9.4,21.1,68,80.4,0.0,0.0,194.9,524.21,15029,3236,64312,3.2,51285153,35784641,58.20648,0,29.30477754448739,6.309818360101217,125.40081531978662,41.99846520746149,9.042985788232443,179.71956180865416,1
2024-05-01,17.7,11.8,24.0,67,117.6,0.0,0.0,269.6,696.86,15485,3539,63865,3.2,51277347,35751368,62.334109999999995,0,30.198520215954233,6.901683115548081,124.54817524003337,43.31302790986907,9.898921909785381,178.63652098571444,3
2024-06-01,22.7,17.5,28.4,70,130.5,2.8,0.1,248.1,669.09,15640,3626,62284,3.1,51271480,35727369,69.9251,0,30.504288153960058,7.0721578546201505,121.4788416484174,43.7759634637524,10.149082066468425,174.3313368527081,1
2024-07-01,26.2,23.3,29.9,83,380.8,4.3,8.8,140.4,479.76,15375,3554,62553,2.7,51265238,35699221,76.60884,0,29.99108284643095,6.932572906420527,122.01835481579154,43.0681666695192,9.955399306892438,175.22231087339412,0
2024-08-01,27.9,24.1,33.0,78,87.3,16.9,11.3,246.9,612.01,15265,3726,63441,2.1,51256511,35662042,78.75118,0,29.78158228522421,7.269320379609919,123.77159264702975,42.8046156190383,10.448083707601489,177.89502911807463,1
2024-09-01,24.7,20.9,29.6,80,241.0,6.0,4.3,176.8,453.73,15694,3400,60496,2.3,51248233,35629201,73.8774,0,30.623494862739953,6.634375081771112,118.04504557259565,44.04813905313229,9.542734343102445,169.7933108295075,3
2024-10-01,16.1,11.9,21.4,79,115.8,0.0,0.0,150.9,345.38,14851,3123,67292,2.5,51238450,35589508,60.09071,0,28.984093000471326,6.095032148708636,131.3310609512973,41.72859034746982,8.775058087344169,189.07819686633488,3
2024-11-01,9.7,4.9,15.6,72,59.6,0.0,0.0,170.8,291.44,13776,2872,64271,2.4,51226757,35550051,50.27836,0,26.89219620129379,5.606445084938716,125.46372982384968,38.75099926016984,8.078750716841446,180.79017664419104,0
2024-12-01,1.8,-2.7,6.8,60,6.5,0.0,0.0,197.5,282.84,13796,2833,59935,2.6,51217221,35496018,39.8332,0,26.936252554585106,5.531342670856741,117.0211870729964,38.86633142906339,7.9811769308884175,168.8499256451808,1
